00.00.22.08.2012,419.233,85.1289
00.01.22.08.2012,470.967,95.634
00.02.22.08.2012,554.586,112.613
00.03.22.08.2012,495.257,100.566
00.04.22.08.2012,435.932,88.5197
00.05.22.08.2012,424.637,86.2261
00.06.22.08.2012,395.768,99.1887
00.07.22.08.2012,384.834,96.4485
00.08.22.08.2012,387.845,97.2032
00.09.22.08.2012,390.99,97.9914
00.10.22.08.2012,415.98,104.254
00.11.22.08.2012,420.131,105.295
00.12.22.08.2012,408.079,82.864
00.13.22.08.2012,423.396,85.9742
00.14.22.08.2012,450.589,112.928
00.15.22.08.2012,460.238,93.4553
00.16.22.08.2012,435.012,88.333
00.17.22.08.2012,477.265,96.9128
00.18.22.08.2012,459.517,115.166
00.19.22.08.2012,461.275,115.606
00.20.22.08.2012,445.383,90.4389
00.21.22.08.2012,373.448,93.595
00.22.22.08.2012,360.989,90.4725
00.23.22.08.2012,357.193,72.5311
00.24.22.08.2012,354.428,71.9697
00.25.22.08.2012,348.225,70.7102
00.26.22.08.2012,394.177,80.0411
00.27.22.08.2012,419.077,85.0973
00.28.22.08.2012,407.166,82.6786
00.29.22.08.2012,355.607,89.1236
00.30.22.08.2012,361.841,90.6858
00.31.22.08.2012,392.034,79.606
00.32.22.08.2012,421.607,85.6109
00.33.22.08.2012,426.013,106.769
00.34.22.08.2012,448.305,112.356
00.35.22.08.2012,419.194,122.265
00.36.22.08.2012,381.987,95.735
00.37.22.08.2012,378.245,94.7972
00.38.22.08.2012,414.636,84.1953
00.39.22.08.2012,475.598,96.5744
00.40.22.08.2012,426.776,106.96
00.41.22.08.2012,368.908,92.4571
00.42.22.08.2012,379.208,77.0015
00.43.22.08.2012,370.523,75.2379
00.44.22.08.2012,365.289,91.5502
00.45.22.08.2012,333.536,97.2813
00.46.22.08.2012,342.448,85.8256
00.47.22.08.2012,405.57,82.3546
00.48.22.08.2012,430.545,87.4259
00.49.22.08.2012,437.685,88.8758
00.50.22.08.2012,428.717,107.447
00.51.22.08.2012,421.983,85.6873
00.52.22.08.2012,429.319,87.177
00.53.22.08.2012,387.45,97.1041
00.54.22.08.2012,358.408,89.8255
00.55.22.08.2012,357.242,72.541
00.56.22.08.2012,348.787,87.4142
00.57.22.08.2012,358.19,89.771
00.58.22.08.2012,358.147,89.7601
00.59.22.08.2012,358.118,89.7528
01.00.22.08.2012,355.722,89.1523
