0,1147.2,488.705
5,1144.1,514.582
10,1062.4,480.945
15,1009.5,480.312
20,1054.2,335.143
25,1024.9,493.475
30,1028.4,489.305
35,1028.9,447.563
40,1020.3,246.657
45,998.31,212.937
50,985.09,454.541
55,979.22,474.258
60,978.05,468.137
65,974.52,264.837
70,949.43,280.578
75,920.5,340.168
80,903.95,437.803
85,893.97,339.085
90,885.09,405.833
95,878.04,466.736
100,877.23,329.898
105,878.25,312.9
110,884.48,355.107
115,891.52,382.468
120,893.28,333.03
125,892.7,385.651
130,878.61,407.949
135,859.74,187.646
140,843.89,408.715
145,829.8,228.886
150,826.86,337.105
155,824,240.333
160,810.77,317.88
165,799.59,416.264
170,792.72,347.186
175,792.72,320.732
180,792.13,423.232
185,788.1,388.366
190,775.36,375.524
195,766.65,409.618
200,766.6,265.325
205,772.47,360.893
210,775.41,237.949
215,776.94,204.701
220,776.17,391.176
225,778.93,191.788
230,779.5,418.609
235,779.5,339.076
240,778.91,345.749
245,778.91,394.725
250,761.93,338.212
255,748.83,377.397
260,740.48,328.691
265,735.2,358.153
270,735.78,341.631
275,735.63,333.017
280,736.78,365.145
285,746.16,348.601
290,762.06,340.514
295,776.74,309.425
300,783.78,314.678
305,785.98,290.457
310,793.64,288.053
315,809.01,219.858
320,835.76,243.763
325,852.87,420.284
330,858.08,439.607
335,859.1,440.13
340,871.31,424.459
345,896.89,208.613
350,946.03,385.69
355,973.63,212.504
360,978.4,285.367
365,978.48,321.611
370,1007.8,345.344
375,1071.7,522.08
380,1081.2,450.754
385,1152.9,283.867
390,1186.9,281.544
395,1193.8,304.377
400,1211.4,519.699
405,1259.7,477.807
410,1307.5,429.754
415,1328.1,276.554
420,1339.2,369.394
425,1341.6,486.936
430,1357.8,714.327
435,1390.2,289.486
440,1434.4,461.205
445,1450.3,526.389
450,1457.9,419.542
455,1463.4,696.275
460,1468.7,298.232
465,1478.7,501.592
470,1501.1,802.032
475,1518.7,633.148
480,1565.1,699.34
485,1541.4,431.37
490,1483.3,604.731
495,1421.6,724.367
500,1395.2,643.774
505,1390.5,436.982
510,1382.9,501.926
515,1381.9,707.968
520,1334.3,316.509
525,1274.3,573.142
530,1221.6,553.014
535,1199.9,261.889
540,1191.1,444.062
545,1185.7,275.788
550,1173.3,267.398
555,1158.6,310.09
560,1150.3,547.304
565,1148,287.716
570,1148,244.865
575,1148.3,302.544
580,1153.4,470.233
585,1159.7,393.384
590,1178,320.135
595,1190.9,629.785
600,1196.2,551.952
605,1194.2,591.841
610,1182.9,429.335
615,1155.5,427.012
620,1141.8,500.071
625,1140.1,319.064
630,1134.2,348.051
635,1127.3,593.063
640,1102.3,281.048
645,1082.4,315.7
650,1077.9,570.027
655,1082,289.589
660,1084.4,573.465
665,1089.9,521.673
670,1095.4,422.517
675,1093.5,491.823
680,1106.6,457.961
685,1109.5,472.645
690,1104.8,535.079
695,1098.4,464.599
700,1079.9,565.162
705,1062,505.292
710,1056.8,282.844
715,1056.2,514.529
720,1054.6,474.327
725,1055.2,569.537
730,1049.5,563.604
735,1051.5,285.757
740,1064.6,242.625
745,1082.2,374.556
750,1088.6,350.019
755,1084.8,555.76
760,1072.9,540.723
765,1063.9,509.228
770,1054.2,219.519
775,1051.3,349.262
780,1050.7,567.108
785,1045.4,500.373
790,1060,461.091
795,1047.8,562.692
800,1041.4,562.088
805,1039,269.357
810,1039,458.13
815,1036.4,501.951
820,1028.2,489.21
825,1022.9,417.029
830,1034.4,220.635
835,1029.7,312.125
840,1034.4,424.906
845,1033.6,506.436
850,1043.4,484.463
855,1067.3,365.733
860,1077.2,322.45
865,1105.4,363.327
870,1118.2,528.835
875,1110.5,310.78
880,1090.3,515.64
885,1061.8,317.84
890,1049.4,520.078
895,1048.8,297.686
900,1048.8,483.938
905,1053.1,353.555
910,1066.3,555.112
915,1090.5,362.285
920,1112.2,563.625
925,1115.7,415.952
930,1118.1,326.112
935,1119.7,519.89
940,1121.7,487.93
945,1136.1,377.434
950,1161.3,529.104
955,1183.6,413.69
960,1195.3,288.964
965,1205.2,487.62
970,1239.1,384.842
975,1309,492.274
980,1362.3,644.278
985,1405.7,735.669
990,1422.1,530.183
995,1434,429.254
1000,1480.3,502.135
1005,1547,359.825
1010,1640,840.197
1015,1706.4,700.947
1020,1731,639.686
1025,1740.3,782.735
1030,1768.5,647.729
1035,1870.6,672.713
1040,1924.6,639.389
1045,1973.3,966.863
1050,1982.2,615.636
1055,1988.5,841.091
1060,2029.8,1078.97
1065,2045.7,782.52
1070,2117.8,530.771
1075,2194.8,767.123
1080,2229.4,623.911
1085,2216.6,602.387
1090,2212.4,881.339
1095,2223.2,622.176
1100,2251.1,1077.47
1105,2248.8,681.661
1110,2248.8,479.663
1115,2244.8,969.764
1120,2242.1,521.502
1125,2237.1,477.168
1130,2246.7,936.652
1135,2247.2,970.801
1140,2253.7,1007.03
1145,2251.7,846.793
1150,2246.5,663.891
1155,2240.7,720.456
